GeneID	Length	36808_FFPE_control	43323_FFPE_control	43917_FFPE_od	44331_FFPE_od	45726_FFPE_control	47198_FFPE_control	50276_FFPE_control	50315_FFPE_control	50416_FFPE_od	51234_FFPE_od	60126_FFPE_control	60126_FF_control	60127_FFPE_od	60127_FF_od	60177_FFPE_od	60459_FF_control	60460_FFPE_control	60460_FF_control	60461_FFPE_od	60461_FF_od	60462_FF_control	60462_FFPE_control	60516_FF_control	60629_FF_control	60631_FF_od	60636_FFPE_od	60636_FF_od	60679_FFPE_od	60679_FF_od	60749_FFPE_od	60749_FF_od	60792_FFPE_od	61478_FFPE_control
ENSCAFG00000043075	783	0	0	0	0	0	6	0	0	0	0	2	1	0	0	0	0	1	0	0	3	7	6	3	1	1	1	8	1	2	7	6	0	0
ENSCAFG00000025806	150	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSCAFG00000027986	103	13	0	1	0	0	0	1	0	2	3	5	1	5	0	0	0	3	0	0	0	0	9	0	0	0	1	0	3	0	3	0	1	1
ENSCAFG00000021629	106	2	0	1	1	1	2	4	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSCAFG00000045630	148	9	0	0	1	0	1	1	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2
ENSCAFG00000036766	2399	3	0	0	4	0	3	3	0	7	3	17	20	47	32	7	6	5	10	16	22	9	2	9	14	7	10	6	8	8	33	53	9	11
ENSCAFG00000002024	882	7	4	5	4	1	1	3	1	10	2	1	1	3	4	6	3	0	2	7	8	15	9	0	1	4	3	3	0	2	3	0	0	15
ENSCAFG00000049136	1222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007469	392	2	1	2	1	0	4	0	0	0	2	13	15	28	13	1	2	4	1	11	9	9	3	3	5	8	7	11	11	2	30	50	7	7
ENSCAFG00000007473	3052	167	130	102	330	126	237	215	13	729	584	975	1065	960	2211	171	629	485	1009	504	2380	1110	55	1013	607	1079	501	1474	429	1289	533	1070	216	564
ENSCAFG00000007481	4138	15	25	18	30	24	34	14	0	3	10	477	386	81	126	7	210	62	236	27	61	463	19	247	195	43	28	524	29	166	9	9	0	7
ENSCAFG00000048627	1718	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	1	2	0	2	2	15	1	0	0	2	1	2	0	0	0	0	0
ENSCAFG00000040245	3096	1	0	0	5	0	2	0	1	0	2	4	12	6	4	0	2	0	2	0	0	12	14	0	0	1	1	4	0	0	0	0	1	0
ENSCAFG00000007519	5223	305	129	78	330	121	152	203	21	320	312	2351	1917	1257	1647	134	1285	605	1630	480	1169	1758	151	1306	1232	598	333	1204	329	714	675	899	113	271
ENSCAFG00000007546	2580	75	51	15	94	17	55	54	3	110	96	901	814	386	742	28	533	176	514	150	444	766	56	565	454	308	70	525	91	482	179	342	15	98
ENSCAFG00000007593	3135	1440	1266	460	2119	360	1717	1024	84	192	318	19544	14633	3847	7615	527	10318	2975	13709	2127	3049	10543	97	6360	10388	1670	1009	4648	1385	8117	638	800	434	1096
ENSCAFG00000027140	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ENSCAFG00000049230	1389	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	2	4	2	0	10	11	0	1	0	0	0	0	1	1	0	0	0
ENSCAFG00000044159	2778	0	1	0	4	0	2	4	0	0	0	41	28	0	7	0	4	5	4	1	2	22	21	6	5	0	1	1	0	0	1	0	0	0
ENSCAFG00000007611	3125	1	0	0	0	0	4	2	0	0	0	36	22	8	7	0	4	1	9	0	2	35	12	3	6	0	0	1	0	2	0	0	0	0
ENSCAFG00000024995	2258	1	6	0	47	0	8	2	0	1	5	11	17	37	11	0	4	7	5	1	12	13	4	11	1	1	0	7	2	3	2	0	0	0
ENSCAFG00000047567	1215	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000028359	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000045404	643	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000027165	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000007617	1471	23	20	15	39	4	29	39	0	40	16	118	116	82	103	29	96	55	77	49	113	81	9	194	51	56	72	125	27	69	56	72	21	21
ENSCAFG00000024608	856	79	68	20	116	40	92	65	5	60	22	1191	798	220	456	65	327	233	294	124	380	769	26	274	320	129	74	238	69	300	126	136	49	74
ENSCAFG00000007622	606	6	2	17	8	3	11	3	0	97	62	63	77	47	194	21	20	9	18	26	427	117	8	27	22	143	29	94	29	79	69	127	20	86
ENSCAFG00000044659	1846	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	5	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000034674	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000036007	1001	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	4	3	3	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000043617	1384	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	4	8	0	0	0	0	0	0	0	0	0	1	1
ENSCAFG00000026012	107	7	4	7	2	3	3	7	0	8	6	0	0	9	0	5	0	2	0	3	0	1	14	0	0	0	0	0	3	0	1	0	5	9
ENSCAFG00000007672	6663	194	179	155	305	188	198	154	22	678	601	2198	2267	1502	3307	370	723	424	629	632	3691	2390	172	989	714	1376	573	1658	435	1092	1284	1529	252	453
ENSCAFG00000031933	702	55	53	9	87	82	131	69	19	21	26	638	416	114	123	63	458	133	419	96	264	390	8	231	459	286	68	419	50	353	64	41	27	89
ENSCAFG00000042629	961	22	27	4	23	7	57	13	2	0	2	61	39	11	17	24	12	21	39	4	6	30	2	9	19	37	3	12	5	19	10	1	18	18
ENSCAFG00000041897	3365	0	1	0	1	1	0	0	0	2	0	3	2	3	3	0	0	1	1	0	0	0	12	0	1	2	6	5	0	4	0	0	1	0
ENSCAFG00000046889	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000043050	1297	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000045777	2500	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	4	8	6	6	0	0	0	1	0	0	0	4	0	2	0
ENSCAFG00000047912	213	0	0	0	0	2	0	4	0	6	5	0	1	1	4	0	3	2	2	3	1	4	1	0	1	4	3	2	8	1	1	0	0	0
ENSCAFG00000020670	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007745	1864	64	33	34	69	38	54	28	7	177	152	962	882	441	1342	78	513	244	601	195	1362	1147	49	698	540	612	170	817	103	774	297	693	52	92
ENSCAFG00000007759	1296	45	14	2	10	0	24	32	7	2	4	16	17	9	6	5	9	165	9	6	7	162	9	261	26	1	7	115	9	23	2	4	0	15
ENSCAFG00000032035	2155	2	3	2	6	0	7	0	0	0	0	21	17	7	3	0	10	6	1	0	0	26	27	7	7	0	0	3	3	8	0	2	0	5
ENSCAFG00000007770	3764	249	193	72	376	330	263	219	6	179	307	2411	2228	1092	2028	110	1852	780	2106	506	1189	2750	138	2058	1995	739	427	2574	340	1188	486	543	75	258
ENSCAFG00000026468	127	0	0	0	0	0	0	0	0	1	2	3	0	2	0	2	0	0	0	0	3	1	0	0	0	0	2	0	1	0	0	0	0	0
ENSCAFG00000024646	2996	12	9	2	12	11	10	6	2	10	10	17	24	21	10	8	22	12	10	26	59	53	22	73	4	101	32	134	6	29	21	16	8	21
ENSCAFG00000007810	3960	153	88	117	230	107	88	99	15	49	213	764	636	317	654	138	480	236	557	301	1453	714	63	777	513	974	281	1676	166	801	234	252	67	161
ENSCAFG00000007854	3464	205	138	100	294	151	170	179	9	48	71	3583	4004	1719	3036	168	1146	937	1489	480	968	3316	102	1137	1226	366	368	1799	178	679	329	322	113	229
ENSCAFG00000026236	105	1	0	0	0	0	1	0	0	0	1	1	1	3	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSCAFG00000007882	2281	146	70	13	49	11	184	194	13	17	3	4071	2618	258	571	16	1789	529	1872	466	335	3104	7	2192	2543	4	57	1204	63	549	2	1	65	94
ENSCAFG00000027555	109	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	0
ENSCAFG00000049326	297	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007900	1986	87	126	63	216	114	189	144	13	66	160	1737	1516	683	742	92	895	411	1210	249	672	1372	50	587	945	342	172	864	164	616	157	143	57	140
ENSCAFG00000007905	767	212	132	97	150	29	160	163	7	127	81	1664	1067	272	582	211	787	484	967	292	473	892	9	588	761	397	211	787	157	519	237	289	103	134
ENSCAFG00000007909	2579	89	131	48	281	46	136	54	2	194	418	1089	894	539	938	127	771	190	745	392	1687	700	29	534	469	1242	283	590	241	1119	310	255	39	157
ENSCAFG00000025998	153	1	2	0	7	0	0	0	0	0	3	0	3	0	0	0	3	1	0	3	0	1	0	0	0	0	1	2	2	0	0	2	0	0
ENSCAFG00000007911	950	4	2	0	4	0	6	0	0	8	12	17	7	8	7	2	1	4	8	3	11	13	4	5	0	2	1	2	7	6	3	0	2	0
ENSCAFG00000007913	487	2	0	4	2	0	4	3	0	14	6	52	36	26	40	2	31	10	21	3	18	57	10	40	25	9	8	35	2	39	10	25	3	18
ENSCAFG00000007914	1759	22	38	20	46	9	31	12	0	78	91	243	271	181	750	69	244	107	246	180	1267	417	21	437	212	782	159	588	116	716	189	375	37	64
ENSCAFG00000007927	5916	403	258	142	470	195	303	196	7	603	470	4718	3981	1883	4295	217	3007	845	3419	938	4450	4165	159	2526	3217	1985	621	2652	564	2680	1184	1512	131	415
ENSCAFG00000047198	174	26	14	5	22	1	28	27	1	4	10	26	17	5	1	17	8	21	29	35	24	15	0	7	28	5	2	4	7	6	2	2	15	15
ENSCAFG00000007943	2097	1	4	0	2	0	0	0	0	0	0	3	1	1	2	0	0	6	0	0	0	8	12	6	0	0	1	1	0	2	0	1	0	0
ENSCAFG00000007983	2385	224	267	18	476	53	141	111	5	7	30	1904	1863	606	1464	54	1362	379	1438	192	304	2406	74	1221	1662	33	68	1476	149	414	31	23	35	98
ENSCAFG00000020809	109	7	4	1	5	0	7	1	0	2	0	0	1	2	0	1	0	3	0	0	0	2	2	0	1	1	1	1	5	0	3	1	2	7
ENSCAFG00000008034	3749	212	67	28	92	115	114	107	4	220	208	2222	2011	648	1489	67	988	312	1153	260	1061	2317	150	949	926	475	135	964	175	533	315	438	50	175
ENSCAFG00000015445	628	27	14	33	34	6	18	13	1	51	51	896	748	233	1023	27	234	62	161	112	2636	934	20	280	152	528	104	451	97	588	222	339	30	31
ENSCAFG00000008051	4095	73	52	10	117	39	75	66	3	92	76	1042	886	320	664	37	535	213	783	157	454	863	31	582	736	208	91	533	76	329	156	230	30	56
ENSCAFG00000008064	3027	226	158	117	272	101	217	176	15	423	660	2136	2087	1511	2734	170	610	375	709	569	4148	1914	116	1118	646	1583	520	1465	463	1493	676	961	198	347
ENSCAFG00000047196	1975	422	215	221	386	216	684	260	29	370	1563	5271	4043	1473	2347	553	2443	699	2228	1485	8545	2771	107	1902	2151	3301	715	1626	555	3446	1914	1795	410	572
ENSCAFG00000038628	1071	20	11	34	19	86	94	43	20	12	105	27	27	13	20	106	49	25	40	65	217	16	1	54	50	183	32	65	7	116	129	67	101	43
ENSCAFG00000048580	1358	17	12	7	13	28	21	15	17	12	30	112	101	32	80	13	43	17	50	27	70	60	7	35	40	44	14	35	13	43	36	35	44	34
ENSCAFG00000041238	1158	59	15	26	32	54	69	63	37	116	467	358	353	141	322	111	34	68	38	256	3520	200	33	106	43	467	133	228	57	166	166	152	71	134
ENSCAFG00000041672	2891	1	0	0	0	0	0	0	0	0	0	2	0	4	0	1	0	0	0	0	1	2	4	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000037465	1416	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	1	0	0	0
ENSCAFG00000045301	2272	3	5	3	3	2	8	0	5	0	13	8	12	18	4	1	0	6	3	5	3	10	13	18	6	11	6	9	1	2	5	11	3	3
ENSCAFG00000042889	5245	14	12	8	1	3	3	2	0	19	55	98	77	36	39	5	34	11	23	19	51	40	21	39	16	40	24	33	10	14	74	68	0	31
ENSCAFG00000021037	111	112	25	26	51	33	27	16	6	33	44	3	2	35	1	19	0	5	0	20	3	5	87	0	1	1	21	0	10	0	3	2	57	19
ENSCAFG00000047308	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000022295	101	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000036373	1538	7	0	1	2	0	4	0	2	0	2	22	15	22	8	0	6	8	5	3	3	15	4	8	4	1	5	4	11	5	3	0	5	9
ENSCAFG00000039141	439	0	0	0	0	0	3	0	0	0	2	1	0	6	3	0	4	1	3	1	1	3	2	1	1	2	0	0	0	3	2	4	0	1
ENSCAFG00000048275	1106	3	0	1	4	0	0	0	0	0	0	2	0	6	1	0	1	1	0	1	0	3	3	0	0	0	3	0	4	0	0	1	0	4
ENSCAFG00000048151	1080	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000021543	165	24	1	0	2	1	2	2	0	2	2	1	0	4	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	4	1	0	0
ENSCAFG00000049222	313	0	0	3	1	0	0	0	0	0	2	5	6	2	6	0	2	1	2	1	0	8	1	1	4	0	1	7	1	4	2	0	0	0
ENSCAFG00000044202	273	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000041825	261	0	0	0	1	0	2	2	0	1	0	9	7	4	1	0	2	4	6	2	4	7	5	6	5	0	4	8	2	2	1	4	1	0
ENSCAFG00000008118	1777	88	99	99	187	100	88	88	5	318	346	1115	1492	728	1881	122	649	570	1533	302	1950	1402	42	1304	467	2244	447	1971	203	1109	940	1301	89	132
ENSCAFG00000020998	107	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	0	0
ENSCAFG00000028668	107	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSCAFG00000037737	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008218	18903	350	253	228	637	163	281	141	16	825	713	2521	2179	2224	3187	336	1449	599	1192	758	3036	2962	161	1041	1094	2278	755	1383	726	3110	1995	2464	245	281
ENSCAFG00000020663	175	19	4	3	2	1	3	1	0	3	3	0	0	1	0	4	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	1	3	1
ENSCAFG00000008275	1067	36	40	30	67	59	64	23	1	111	84	466	451	225	635	47	201	80	179	104	551	444	12	235	151	284	88	327	81	250	179	244	30	102
ENSCAFG00000008281	1295	145	24	28	104	59	90	45	0	42	40	1070	995	365	865	35	217	170	225	136	891	1012	100	197	179	119	60	307	92	280	155	131	32	89
ENSCAFG00000030454	853	72	26	8	40	19	48	15	10	13	14	259	243	81	247	21	194	42	253	72	347	263	5	215	188	125	41	249	42	310	91	113	7	31
ENSCAFG00000008286	1306	100	83	23	71	39	69	46	2	191	111	1927	1804	563	1614	58	432	315	482	199	1108	1914	67	573	358	468	134	846	116	633	238	415	28	134
ENSCAFG00000048624	1300	0	0	0	1	1	0	1	0	0	1	1	4	6	5	1	4	0	0	0	0	7	3	7	1	1	0	2	4	0	0	0	0	0
ENSCAFG00000008302	2079	631	636	178	456	148	920	614	22	129	73	23548	16192	1635	4644	281	10066	1946	14419	1314	1507	15169	48	6450	9249	375	508	5270	590	5342	311	345	225	655
ENSCAFG00000048550	174	136	253	21	125	28	614	561	5	85	29	7861	5625	970	1378	76	1551	1268	1836	475	267	4130	27	910	1535	32	284	808	491	818	52	41	87	612
ENSCAFG00000038991	2345	104	48	29	156	59	75	52	2	177	174	2997	2179	959	2122	75	681	230	870	385	3843	3756	100	1319	519	1660	202	2031	235	1475	1266	1194	110	124
ENSCAFG00000020622	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000040950	1368	0	4	2	2	0	0	5	0	3	2	1	2	6	2	4	0	1	0	2	2	3	8	0	1	0	4	3	4	0	1	2	2	0
ENSCAFG00000043469	1071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008333	2188	37	58	29	62	19	46	36	15	144	114	508	353	355	507	51	206	137	406	125	413	434	40	227	189	200	87	274	82	289	163	219	26	84
ENSCAFG00000045760	124	1	2	0	0	0	0	0	0	12	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	2	4	0
ENSCAFG00000034281	5330	24	30	2	29	6	22	3	0	86	19	107	104	141	128	4	50	35	70	16	24	103	20	62	63	24	24	67	33	38	46	54	6	19
ENSCAFG00000042423	1956	0	0	0	0	0	0	0	0	0	2	0	1	2	1	0	0	1	0	0	0	2	6	0	0	0	0	0	0	0	1	2	1	0
ENSCAFG00000008374	1995	173	92	59	203	62	149	143	2	303	256	1958	1895	933	1649	112	1039	481	1248	480	2588	1776	82	979	1054	828	260	1025	265	1057	388	656	107	249
ENSCAFG00000008410	3668	604	362	192	505	292	697	603	43	475	572	8208	6363	2109	3669	252	3984	1860	4986	798	2778	8029	200	4244	3416	1677	690	4387	709	2648	975	1281	216	905
ENSCAFG00000034603	1998	1	1	1	3	0	0	2	0	0	3	59	33	26	38	1	21	2	22	8	9	23	2	22	19	8	3	6	0	9	3	4	1	1
ENSCAFG00000038165	3529	4	3	1	5	3	7	8	0	0	0	64	54	29	38	2	8	15	16	4	6	35	29	22	16	2	4	7	6	7	0	0	0	13
ENSCAFG00000042620	1000	0	2	0	1	0	1	0	0	0	0	5	13	3	2	0	1	0	4	0	1	2	7	0	4	0	0	0	0	3	0	0	0	1
ENSCAFG00000046386	834	143	60	39	131	46	115	105	11	69	68	1124	859	430	1103	78	732	378	694	311	949	1050	26	581	690	388	115	430	116	646	144	211	72	112
ENSCAFG00000021294	63	10	3	4	2	1	2	0	0	5	1	0	3	4	2	3	0	1	0	2	0	0	0	3	0	1	2	1	0	0	0	7	2	0
ENSCAFG00000045108	2439	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	2	0	0	0
ENSCAFG00000035787	1569	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	5	1	0	1	0	1	0	0	1	0	2	1
ENSCAFG00000025939	70	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000008427	171	2	0	0	4	0	0	4	0	0	1	40	43	14	29	0	12	1	12	3	17	56	5	2	5	5	6	10	0	11	0	0	0	0
ENSCAFG00000045974	112	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000021968	107	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000043143	875	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000042207	1331	0	0	0	0	0	0	0	0	0	0	0	3	7	1	0	0	1	0	0	0	4	6	1	2	0	1	0	0	0	0	0	1	0
ENSCAFG00000008467	1874	473	243	154	520	188	592	381	21	40	84	4409	4778	2911	6978	260	4978	1654	5109	1312	4342	5474	62	3134	4375	4011	861	3536	837	3650	1412	1646	319	694
ENSCAFG00000047689	1130	0	0	0	0	0	0	0	0	1	1	1	1	2	2	1	0	0	0	1	3	3	4	0	0	0	0	4	2	1	0	0	0	0
ENSCAFG00000029131	2050	12	6	53	22	4	18	14	0	137	156	190	173	324	2718	157	106	32	134	398	4157	286	22	231	104	2182	286	453	173	1563	989	1391	44	142
ENSCAFG00000008582	10901	406	617	3774	3446	760	332	503	72	1796	6909	5082	6225	44458	201977	4711	3115	1602	2952	6994	104278	8941	334	3812	4375	48264	12527	20046	39122	135460	83757	76268	11776	7257
ENSCAFG00000047033	1555	0	1	0	6	0	0	0	0	7	3	3	1	14	9	1	0	1	0	6	2	4	1	1	0	0	1	1	1	0	2	11	3	0
ENSCAFG00000008636	1591	49	17	18	63	2	8	25	0	58	43	246	187	372	1344	56	136	61	121	121	885	177	11	110	118	181	120	181	36	176	1148	1683	25	52
ENSCAFG00000029436	827	156	100	80	209	73	166	123	13	296	293	1409	1242	805	2516	163	566	362	772	304	2217	1269	54	808	569	1166	625	1057	308	1081	660	1261	183	326
ENSCAFG00000028033	135	13	9	13	8	8	6	6	1	27	35	3	3	17	5	34	0	7	2	26	8	7	4	2	5	5	26	7	16	5	16	23	43	13
ENSCAFG00000022553	106	1	0	0	1	0	1	0	0	2	0	3	0	5	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	4	0
ENSCAFG00000044168	1118	2	10	1	3	1	9	1	3	1	3	1	0	1	0	0	0	2	0	3	0	3	5	0	0	0	2	0	3	0	1	0	1	10
ENSCAFG00000049745	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000043704	1118	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	1	0	0	0	1	0	1	0	0	0	0
ENSCAFG00000048701	2010	0	0	0	0	0	0	0	0	0	2	2	0	5	3	1	1	1	0	3	5	6	13	3	0	0	0	2	1	0	5	1	2	0
ENSCAFG00000049479	2943	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	8	16	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008646	2767	22	17	10	37	29	14	24	0	38	20	229	203	167	326	14	126	37	182	35	215	427	32	337	136	84	27	507	40	177	84	73	18	26
ENSCAFG00000030896	588	378	173	308	639	129	255	209	26	434	869	2627	2252	1615	6536	551	1793	878	1777	1117	8841	4028	136	3050	1662	6674	1836	5164	1506	5691	3201	3741	319	476
ENSCAFG00000007487	387	0	0	0	3	0	0	0	0	1	2	5	1	0	9	2	3	3	6	2	18	2	2	10	5	44	2	18	0	12	6	8	1	2
ENSCAFG00000044005	2125	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	1	0	0	0	0
ENSCAFG00000034809	4576	0	3	2	0	4	2	2	0	3	2	2	5	7	4	2	1	6	1	2	1	13	16	5	2	2	2	6	6	5	3	3	0	0
ENSCAFG00000008677	1323	91	120	32	167	80	111	80	8	201	196	761	602	482	583	62	471	224	498	193	602	1158	86	1184	476	395	168	1467	163	753	294	404	46	143
ENSCAFG00000008698	1665	13	12	3	27	4	4	7	0	1	11	97	63	91	64	4	70	35	94	23	31	138	21	120	63	11	12	83	35	40	14	16	2	4
ENSCAFG00000008703	1834	14	13	10	16	14	13	10	0	15	33	341	324	108	294	7	103	44	109	48	432	328	31	146	79	127	25	213	32	205	105	128	1	14
ENSCAFG00000008707	1802	0	1	0	1	0	0	0	0	0	1	5	8	1	2	0	3	7	2	1	4	7	9	5	2	1	3	6	2	7	1	0	0	0
ENSCAFG00000008744	5304	586	469	64	476	107	892	481	24	20	20	15486	12067	2495	4430	147	14704	1318	15840	759	464	12828	67	5175	8547	20	211	5670	463	3618	56	16	127	719
ENSCAFG00000007718	366	0	2	0	6	0	0	1	0	0	8	18	22	15	7	1	11	7	6	10	5	14	1	12	5	16	5	17	12	11	3	1	4	5
ENSCAFG00000008788	3177	101	75	34	167	37	86	72	4	141	163	1132	944	526	860	63	544	195	593	245	1155	1013	45	653	522	571	176	717	166	586	449	498	62	100
ENSCAFG00000042278	2544	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	1	0	0	1	0	0	0
ENSCAFG00000032036	1012	142	115	84	148	52	165	88	7	534	415	712	607	497	974	125	206	248	335	280	1875	498	51	368	211	614	340	471	306	571	263	361	177	445
ENSCAFG00000008821	1545	11	115	9	91	47	80	42	5	2	14	108	77	63	32	8	110	312	134	46	19	92	33	73	85	10	12	53	50	66	8	10	0	47
ENSCAFG00000008823	1800	162	61	30	148	55	121	84	1	235	183	885	779	544	1337	84	459	208	730	256	1598	799	36	751	570	608	228	836	216	878	285	434	88	269
ENSCAFG00000008834	4745	176	116	89	256	152	158	79	10	328	316	1999	1891	1094	2130	120	1020	402	1304	352	1542	1892	128	1089	806	1291	444	1644	352	1302	629	919	79	211
ENSCAFG00000008891	3220	416	162	375	503	113	242	192	7	1375	2411	1734	1490	1439	5781	1293	1072	318	907	3409	28969	1358	42	1659	1017	7123	2009	3303	1737	9143	2606	2455	1084	741
ENSCAFG00000008854	1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000049946	1327	4	2	0	1	0	0	0	1	19	10	0	0	1	2	2	0	1	0	3	3	2	3	1	0	0	0	1	1	1	0	0	3	0
ENSCAFG00000043893	384	0	2	0	0	0	2	0	0	0	0	0	3	0	0	0	1	0	1	0	1	1	0	0	2	1	2	0	0	2	2	0	0	0
ENSCAFG00000008941	582	7	8	0	4	3	7	3	0	6	3	322	265	66	75	2	19	11	13	21	58	56	6	24	20	33	7	16	12	27	16	7	1	7
ENSCAFG00000008975	3315	17	20	16	16	21	21	27	2	6	6	172	199	69	109	5	165	27	54	36	140	379	31	521	193	87	25	331	28	206	21	20	15	21
ENSCAFG00000009012	2161	17	16	10	61	36	14	20	0	39	54	446	355	181	258	23	374	153	506	117	264	417	18	333	309	132	54	337	61	217	111	173	17	29
ENSCAFG00000009031	11853	35	46	22	95	113	28	43	0	1	31	793	698	282	243	19	358	259	669	125	335	748	87	369	323	52	56	594	198	467	143	114	17	56
